唯一識別碼,資料類型,語系,資料名稱,文字描述,聯絡電話,分機,縣市名稱,行政區(鄉鎮區)名稱,街道名稱,資料提供單位機關代碼,資料提供單位,資料更新日期時間
TourismServiceSite_A15010000H_000306,TourismServiceSite,Zh_tw,三義火車站,西元1903年通車以來，歷經三叉河、三叉驛、三叉站等站名變更，於民國44年（西元1955年）3月1日以三義火車站通車至今，一直以來三義火車站不論在觀光領域或者交通運輸上皆扮演著舉足輕重的角色！,(037)874763,,苗栗縣,三義鄉,雙湖村90號,A15010000H,交通部觀光署,9/17/2025 2:00:04 AM
TourismServiceSite_A15010000H_000307,TourismServiceSite,Zh_tw,公館鄉農會,公館鄉農會一直致力於鄉內農產品的開發及推廣，近年來更將農村旅遊與特色伴手禮結合，帶給旅客更多的旅遊驚喜及貼心解說。,(037)225211,,苗栗縣,公館鄉,大同路266號,A15010000H,交通部觀光署,9/17/2025 2:00:04 AM
TourismServiceSite_A15010000H_000309,TourismServiceSite,Zh_tw,臺鹽通霄觀光園區,提供民眾一個感性休閒與知性教育之場所。園區設有鹽來館、海洋溫泉泡腳區、導覽及體驗活動、禮品展售中心等設施，為全台唯一結合高科技精鹽生產與鹽業教育之觀光工廠。,(037)792121,,苗栗縣,通霄鎮,內島里122號,A15010000H,交通部觀光署,9/17/2025 2:00:04 AM
TourismServiceSite_A15010000H_000310,TourismServiceSite,Zh_tw,旅庫,以彰化旅遊為己任，保存彰化文化為目的，這裡是一個充滿彰化歷史人文元素的咖啡館，提供在地特色口味咖啡、彰化旅遊資訊、在地文創商品、明信片等等，是彰化旅遊的第一站。,(04)7282972,,彰化縣,彰化市,民權路241號,A15010000H,交通部觀光署,9/17/2025 2:00:04 AM
TourismServiceSite_A15010000H_000311,TourismServiceSite,Zh_tw,添興師體驗館,「堅持」是一件很麻煩的事，在這個步伐快速的社會裡，甘願「自找麻煩」的人並不多見了。添興師多年來致力於製作頂級肉類加工食品，以傳承與推廣肉製品工藝及文化為品牌使命。,(049)2300182,,南投縣,草屯鎮,碧山路952號,A15010000H,交通部觀光署,9/17/2025 2:00:04 AM
TourismServiceSite_A15010000H_000312,TourismServiceSite,Zh_tw,同美彩色快速沖印店,店主的熱誠以及對當地人、文、地、產、景的熟悉與了解，非常適合借問站的設置，並與旅遊服務中心相輔相成，構成緊密的旅遊服務網。,0928334583,,南投縣,竹山鎮,菜園路38-2號,A15010000H,交通部觀光署,9/17/2025 2:00:04 AM
TourismServiceSite_A15010000H_000313,TourismServiceSite,Zh_tw,皂腳工坊,皂腳工坊選用天然的原料，提供大家喜愛的相關基礎保養用品，就是要用最單純的方式成就美麗、豐富的生活。最溫和的潔淨、最天然的保養呈現最原始的美麗！,(049)2998805,,南投縣,埔里鎮,延年巷15號,A15010000H,交通部觀光署,9/17/2025 2:00:04 AM
TourismServiceSite_A15010000H_000314,TourismServiceSite,Zh_tw,丸莊醬油觀光工廠,丸莊醬油創立於西元1909年，為西螺地區歷史悠久的醬油品牌，創始人莊清臨老先生傳承古法釀造技術，配合西螺地區獨特的水質與氣候，奠定了丸莊醬油日後雄厚的根基「健康、自然、美味」，一直以來，深獲消費者的肯定與愛用。,(05)5863666,,雲林縣,西螺鎮,延平路25號,A15010000H,交通部觀光署,9/17/2025 2:00:04 AM
TourismServiceSite_A15010000H_000315,TourismServiceSite,Zh_tw,財團法人雲林縣螺陽文教基金會-西螺延平老街文化館,西螺延平老街文化館原為捷發乾記茶莊。位於西螺延平路歷史建築精華區296m範圍（大同路-公正路段）的中心位置，緊鄰西螺大橋觀光區。,(05)5861444,,雲林縣,西螺鎮,延平路92號,A15010000H,交通部觀光署,9/17/2025 2:00:04 AM
TourismServiceSite_A15010000H_000316,TourismServiceSite,Zh_tw,蜜蜂故事館,蜜蜂故事館負責人程錡，繼承超過70年的三代養蜂經驗，為亞洲專業養蜂場，是商業週刊也爭相報導的亞州蜂王。,(05)5828255,,雲林縣,古坑鄉,湳子路88號,A15010000H,交通部觀光署,9/17/2025 2:00:04 AM
TourismServiceSite_A15010000H_000317,TourismServiceSite,Zh_tw,梅問屋梅子元氣館,梅問屋以衛生安全美味為前提，製作健康好吃的梅子產品，累積40年梅子外銷日本的嚴格標準，要讓台灣民眾吃到真正健康有益身體的梅子！來到館內除了可以吃到不添加防腐劑糖精糖蜜素色素漂白劑的梅子外，還可參觀梅子生產線，親自體驗梅子去子的DIY活動及相關梅子產業歷史文化！,(05)2620800,,嘉義縣,梅山鄉,中山路527號,A15010000H,交通部觀光署,9/17/2025 2:00:04 AM
TourismServiceSite_A15010000H_000318,TourismServiceSite,Zh_tw,六堆釀興業有限公司（豆油伯）,緣由屏東竹田鄉因為日照強、水質佳，這個位於南台灣的小小客庄鄉鎮，曾經聚集數十家的醬油工廠。豆油伯李安田先生年輕時，進入當地最大醬油工廠工作，學習釀造及業務的能力，當時釀造的醬油口味偏於死鹹，李安田先生想釀造保有豆香原味的醬油，於是在民國61年（西元1972年）成立「原味醬園」，堅持遵循古法工序，在屏東竹田艷陽下釀造真正屬於臺灣人的天然純釀醬油。豆油伯一輩子的愛有感年事漸高和市場消費趨勢的快速改變，李安田先生將「原味醬園」順利交棒給第二代──由長子李誠忠負責醬油生產管理；長女李明芳負責業務開發和市場行銷，傳承父親對醬油的濃厚情懷，在第二代齊心合力下，決定以李安田先生的臉部肖像為品牌標識，用鄉里人稱的「豆油伯」為品牌名稱，成立六堆釀興業有限公司，將原本的家族事業「原味醬園」調整以「豆油伯」品牌包裝上市，並陸續將純釀工序導入醬油製造流程，以現代精緻設備輔助生產標準化，確保每一瓶出品的醬油均符合高品質規格。高品質‧純釀造懷抱對這塊土地的感恩與感動，豆油伯與台灣農民契作，從選豆、選地、選季節，以自然農法孕育出無毒、無農藥的100%非基改造黃豆、黑豆、有機小麥作為釀製的主原料，而為凝聚對家鄉的責任及情感，並堅持在故鄉屏東竹田釀製出屬於豆油伯的老味道。,(08)7711116,,屏東縣,竹田鄉,履豐村豐振路2-8號,A15010000H,交通部觀光署,9/17/2025 2:00:04 AM
TourismServiceSite_A15010000H_000319,TourismServiceSite,Zh_tw,7-11車城門市,以多角化經營模式，將成功經驗拓展到其他領域，為消費者提供更多更好更多樣的服務。,(08)8824246,,屏東縣,車城鄉,福安村中山路76號,A15010000H,交通部觀光署,9/17/2025 2:00:04 AM
TourismServiceSite_A15010000H_000321,TourismServiceSite,Zh_tw,7-11水門門市,以多角化經營模式，將成功經驗拓展到其他領域，為消費者提供更多更好更多樣的服務，目前是台灣門市數量最多的便利超商，並堅持以顧客為本位來追求永續經營，積極推動環保及配合公部門政策，參與關懷社會，連造訪台灣的外國人旅客都非常稱讚，再加上24小時的服務，隨時出門都可以享受其便利的服務，為旅程增添美麗的記憶。,(08)7995113,,屏東縣,內埔鄉,水門村忠孝路289號,A15010000H,交通部觀光署,9/17/2025 2:00:04 AM
TourismServiceSite_A15010000H_000322,TourismServiceSite,Zh_tw,7-11頭目門市,以多角化經營模式，將成功經驗拓展到其他領域，為消費者提供更多更好更多樣的服務。,(08)7993903,,屏東縣,三地門鄉,三地門村中正路二段3號,A15010000H,交通部觀光署,9/17/2025 2:00:04 AM
TourismServiceSite_A15010000H_000323,TourismServiceSite,Zh_tw,寶島眼鏡礁溪店,,(03)9880600,,宜蘭縣,礁溪鄉,礁溪路五段58、60號,A15010000H,交通部觀光署,9/17/2025 2:00:04 AM
TourismServiceSite_A15010000H_000324,TourismServiceSite,Zh_tw,海洋20M咖啡,海洋20M咖啡館以希臘建築色調在帶入海洋氛圍的設計。本店建築設計擺設都由老闆自行設計，本身是愛好潛水的人。店名由來陸地上的20m是我人生中完成的夢想，海洋裡的20m是我看過的美景，我是潛水伕。,(03)9973818,,宜蘭縣,蘇澳鎮,造船路108號,A15010000H,交通部觀光署,9/17/2025 2:00:04 AM
TourismServiceSite_A15010000H_000325,TourismServiceSite,Zh_tw,洄瀾薯道,老師父遵循祖父所留下的手工技藝，以花蓮在地的有機蕃薯所精製，做法是先將有機蕃薯去皮、蒸熟、搗泥、炒餡、冷卻、手握成型、烘焙而成。,(03)8360777,,花蓮縣,花蓮市,中華路84-1號,A15010000H,交通部觀光署,9/17/2025 2:00:04 AM
TourismServiceSite_A15010000H_000326,TourismServiceSite,Zh_tw,TTA汽車公司,本公司位於花蓮後站出口左手邊處，提供來訪花蓮的旅客，相當便利的旅遊相關服務與諮詢。我們除提供旅遊資訊以外，也提供汽機車與電動機車租用，前往太魯閣和花蓮市區展開深度旅行。,(03)8465558,,花蓮縣,花蓮市,富吉路1-8號,A15010000H,交通部觀光署,9/17/2025 2:00:04 AM
TourismServiceSite_A15010000H_000328,TourismServiceSite,Zh_tw,7-11欣功門市,提供24小時旅遊不間斷服務，且位在知名的東海岸線上，冬天旗魚季的時候相當熱鬧，周圍也有許多景點適合騎腳踏車放鬆。,(089)854201,,臺東縣,成功鎮,三民里大同路70號,A15010000H,交通部觀光署,9/17/2025 2:00:04 AM
TourismServiceSite_A15010000H_000330,TourismServiceSite,Zh_tw,全家便利商店-池上車站店,池上鄉，有著得天獨厚的縱谷景觀，孕育豐富的物產，以「米」聞名於世，有「米故鄉」的稱號，是花東縱谷不可錯過的觀光勝地。,(089)719130,,臺東縣,池上鄉,忠孝路269號,A15010000H,交通部觀光署,9/17/2025 2:00:04 AM
TourismServiceSite_A15010000H_000331,TourismServiceSite,Zh_tw,星月灣田媽媽海田料理餐廳,星月灣餐廳座落在西嶼大池村203號線上，老闆對於澎湖道地食材非常講究，也懂得如何挑選在地海鮮，並於自家後院種植許多花果與香料植物做為配料，加上老闆遠度台灣學習多元廚藝，透過精湛廚藝，烹飪出別有風味之佳餚，因此星月灣餐廳的菜色比起一般海鮮餐廳更具有豐富性與多元選擇。,(06)9984159,,澎湖縣,西嶼鄉,大池村131號,A15010000H,交通部觀光署,9/17/2025 2:00:04 AM
TourismServiceSite_A15010000H_000332,TourismServiceSite,Zh_tw,7-11漁翁門市,澎湖西嶼外垵有三勝景-燈塔、西台、三仙台。【燈塔】滿清初葉，台灣澎湖與大陸之間的商業貿易四俱規模。往來台灣、澎湖與廈門之間的船絡繹不絕。惟澎湖季風期間，風浪強勁，危險萬分，海難頻頻。為此乾隆43年，廈門郡伯與澎湖通盼協義在於翁島外垵西南之高地，建設七層石塔，塔前奉祀天上聖母。塔頂至一大鐵鍋內注花生油，用燈蕊晚上點燈。據此年光緒元年，為二級古蹟。【西台古堡】此堡乃清光緒12年所見之砲台。光緒10年，中法戰爭，法將孤拔率遠東戰隊攻我台澎。台灣頻臨危殆，幸劉銘傳艱苦奮戰始得保全，而當時在台澎建砲台10座，以對抗法軍而澎湖獨佔其四。台西古堡規模相當浩大，施工時相當辛苦，於光緒14年完工。為維護古鎮原有風貌，特於民國79年（西元1990年）整修完成，並列一級古蹟且保存相當完整。【三仙台】外垵地形畚箕形，三面環海，一面臨海，東短西長，而引起村民猜疑是「難較短命、女較長壽」，因此村名設立「三仙塔」以為鎮邪。事件歷年帶，大約清朝嘉慶年間。,(06)9981838,,澎湖縣,西嶼鄉,外垵村113號,A15010000H,交通部觀光署,9/17/2025 2:00:04 AM
TourismServiceSite_A15010000H_000333,TourismServiceSite,Zh_tw,馬公市菜園社區發展協會,菜園社區位於澎湖內灣地區，為一典型傳統漁村，是澎湖縣目前主要養殖牡蠣生產區，目前社區結合廢棄牡蠣殼製作裝置藝術以及與在地漁民配合輔導轉型觀光休閒漁業，讓遊客能體驗在地漁村生活，以及將廢棄牡蠣殼回收再利用，除了製作大型裝置藝術外，利用牡蠣殼為原料製作手作產品，並且以活動中心為基地提供居民與遊客休憩，讓遊客能更真實地了解漁村生活。本會週邊既有：東安宮、海上牧場、大型牡蠣殼裝置藝術燈籠、牡蠣殼裝置藝術牆、3D立體圖區、菜園溼地、雙湖園、菜園腳踏車道、觀星公園、水土保持教室、菜園菊苑、電動車充店站等景點及設施。另有合昇會館、染色體民宿、菜園民宿、我們的民宿、日新餐廳、紅瓦小棧、情人碼頭燒烤、星光海洋牧場等觀光相關產業。,(06)9219426,,澎湖縣,馬公市,菜園里46-1號,A15010000H,交通部觀光署,9/17/2025 2:00:04 AM
TourismServiceSite_A15010000H_000334,TourismServiceSite,Zh_tw,雲萊山莊,雲萊山莊位處台南市西拉雅國家風景區，關子嶺風景區172乙線之至高點上，海拔高度550公尺，終年平均溫度為25℃。雲萊山莊之最大「特色」，就是保證每杯研磨現煮咖啡，絕對採用100%本地「東山」所採收之頂級咖啡豆，絕無摻雜國外劣質之咖啡。,(06)6823038,,臺南市,白河區,關嶺里129號,A15010000H,交通部觀光署,9/17/2025 2:00:04 AM
TourismServiceSite_A15010000H_000335,TourismServiceSite,Zh_tw,馬祖1青年民宿,津沙，南竿唯一的傳統聚落保護區，聚落中，佇立著一間有別於台灣建築的閩東式四合院。,(0836)23353,,連江縣,南竿鄉,津沙村71號,A15010000H,交通部觀光署,9/17/2025 2:00:04 AM
TourismServiceSite_A15010000H_000337,TourismServiceSite,Zh_tw,溪頭夏緹飯店,位於溪頭的夏緹飯店，群山環繞，景色醉人，建築外觀採用鋼骨制震建設，結合現代與自然風，為溪頭最高的建築物，有居高臨下、遠眺青山雲端的視覺享受。  ,(049)2753333,,南投縣,鹿谷鄉,內湖村興產路24-18號,A15010000H,交通部觀光署,9/17/2025 2:00:04 AM
TourismServiceSite_A15010000H_000338,TourismServiceSite,Zh_tw,三義甘丹民宿,甘丹民宿是離三義火車站最近的民宿，沒有華麗的裝潢，客庄的熱情款待，與您分享旅行中的點點滴滴。,0978275231,,苗栗縣,三義鄉,雙湖7-11號,A15010000H,交通部觀光署,9/17/2025 2:00:04 AM
TourismServiceSite_A15010000H_000339,TourismServiceSite,Zh_tw,悠瑞客禮品工坊,悠瑞客致力於開發與行銷具有台東特色之伴手禮，紀念品與農特產品，豐富消費者在台東旅行的體驗，我們深信伴手禮與紀念品的購買不只是一時興起的衝動消費，更是一段美好的台東旅行回憶，我們期許消費者在悠瑞客購買的每個產品都能讓她（他）回憶起一段難忘的旅程,(089)332662,,臺東縣,臺東市,大同路193號,A15010000H,交通部觀光署,9/17/2025 2:00:04 AM
TourismServiceSite_A15010000H_000340,TourismServiceSite,Zh_tw,東山服務區,以「南瀛采風-水漾東山」為主題，將西拉雅國家風景區之水庫、人文資源特色，行銷大台南地區的深厚歷史文化、自然生態及富饒物產，帶領用路人一起領略南台灣絢爛風華。,(06)6231158,,臺南市,東山區,枋子林74-6號,A15010000H,交通部觀光署,9/17/2025 2:00:04 AM
TourismServiceSite_A15010000H_000341,TourismServiceSite,Zh_tw,清水服務區,以「清水綠舟 幸福樂章」為主題，打造國道南來北往中的一個『幸福的停頓點』。建築景物的設計運用，採人文與自然交織、室內外空間融合的美學概念，再搭配種種主題景觀，讓用路人到清水服務區不僅是停頓小憩，更能徜徉在幸福的氛圍當中，流連忘返。,(04)26201378,,臺中市,清水區,吳厝二街87號,A15010000H,交通部觀光署,9/17/2025 2:00:04 AM
TourismServiceSite_A15010000H_000342,TourismServiceSite,Zh_tw,關西服務區,以「樂活客棧」為主，結合客家文化與關西仙草元素做為景觀設計的概念，將環保樂活融於自然景觀與休憩空間中，並強調庶民美食與在地特色結合，推出國道排隊美食-關西便當以及柿餅、仙草等地方知名特產，不僅提供用路人一個完全放鬆的樂活客棧，更能體驗到在地的客家風情。,(03)5876600,,新竹縣,關西鎮,東安里上三屯14號,A15010000H,交通部觀光署,9/17/2025 2:00:04 AM
TourismServiceSite_A15010000H_000343,TourismServiceSite,Zh_tw,及林春咖啡館,及林春咖啡館位於湖西鄉林投公園內，距離馬公機場僅約5分鐘車程，周邊著名的景點為隘門沙灘、菓葉觀日出、北寮奎壁山摩西分海、南寮社區等。,(06)9923639,,澎湖縣,湖西鄉,林投村1-3號,A15010000H,交通部觀光署,9/17/2025 2:00:04 AM
TourismServiceSite_A15010000H_000345,TourismServiceSite,Zh_tw,湖口服務區,擷取湖口老街與七十年代設計元素作為整體設計，利用紅磚廊拱、燈籠、巴洛克牌樓、電影看板、亭仔腳、用餐大埕與板凳桌椅等，並結合小吃、點心攤、雜貨舖、商店等場景，打造一個充滿寶島古早人情味的復古懷舊空間，細細品味古早風味人情，賦予旅程中一段懷舊體驗。建築外觀與內部空間，打造為懷舊場域主題性空間，用路人可以在湖口服務區感受主題式餐飲的用餐參與，細細品味古早風味人情區站。服務設施：各式餐飲、育嬰室、行動辦公區、國道資訊補給站、ETC收費、ATM、洗手台等公共服務以及故宮精品區、OTOP台灣特色產品。,(03)5981066,,新竹縣,湖口鄉,榮光路158號,A15010000H,交通部觀光署,9/17/2025 2:00:04 AM
TourismServiceSite_A15010000H_000346,TourismServiceSite,Zh_tw,泰安服務區,泰安服務區是所有服務區中最靠近都會區的服務區，整體設計以都會風情為主加入爵士風情，室內重空間及色調規劃，室外則重延伸於戶外的木平台。除各式餐飲服務，提供完備的特色名產，包括台中最有名的太陽餅、芋頭酥、奶油酥等小吃及美味的和果子，方便旅客購足，無須繞道至台中市區。泰安服務區位於位於中山高速公路的中心點，過去是中山高南來北往車輛必經之地，肩負著提供旅客們歇腳、補給的重要任務，服務設施除了基本的超商、餐廳、廁所、加油站等設備外，更增加了免費的淋浴間，讓長途旅行的旅客能在此舒暢疲憊的身軀。,(04)25574301,,臺中市,后里區,月眉里九甲七路400號,A15010000H,交通部觀光署,9/17/2025 2:00:04 AM
TourismServiceSite_A15010000H_000347,TourismServiceSite,Zh_tw,西螺服務區,西螺服務區是旅人接觸雲林的第一個窗口，在設計主軸上以濁水溪發想，關於河流如何容納萬物孕育豐壤物產、並深厚文化底蘊能量，以「大河聚 &ndash; 溪鑼故事．好戲上場」為主題，將雲林多元面貌縮影在西螺服務區，帶領用路人一起領略雲林風情。一抹赭紅的西螺大橋轉化為西螺服務區新的地標，服務區內設有主題創意空間、水耕田園休憩平台、田園活力公園、林蔭公園、文化活力公園，服務設施：各式餐飲、育嬰室、行動辦公區、國道資訊補給站、ETC收費、ATM。,(05)5267711,,雲林縣,西螺鎮,振興里1號,A15010000H,交通部觀光署,9/17/2025 2:00:04 AM
TourismServiceSite_A15010000H_000348,TourismServiceSite,Zh_tw,新營服務區,於國道1號284k+200處駛入，眼睛首先接觸的是高聳林立的景觀公園，園中玉葉金花、九重葛、紫薇、黃鐘花齊放，花團錦簇，接著瀑布水池，池中蓮花綻放，旁邊建築物上方寫著新營服務區，本區分南站、北站，由人行陸橋連接相互貫通，以安平樹屋及糖廠的元素，營造懷舊空間的氛圍，創造古都南瀛之意象。新營服務區周邊稻田綠油油，勾勒出休閒田園風光美麗之畫面，雖然腹地不大，服務設施仍相當完備：服務台、國道資訊補給站、哺集乳室、etag櫃位、漂書站及熟食櫃位等，可依個人需求，在場內享受休憩，及滿足自己的資訊。,(06)6321750,,臺南市,後壁區,竹新里新厝72號,A15010000H,交通部觀光署,9/17/2025 2:00:04 AM
TourismServiceSite_A15010000H_000349,TourismServiceSite,Zh_tw,仁德服務區,仁德服務區位在台南與高雄都會區交界，是國道一號最南端的服務區，分南、北二區，以營造「都市花園」之意象提供用路人一個溫馨、放鬆心情供憩的空間，休息大廳、賣場藉透視化空間整建提升明亮且舒適空間感。區內設有保安車站及台南府城意象，來營造南懷舊及北時尚的氛圍。走進仁德休息站，可見由數組陶壁組合而成的公共藝術作品-仁德組曲，意象得自於南方植物，搭配悠遊白雲為點綴，以多層次的質感以及浪漫的色彩貫穿，讓用路人片刻遠離緊張和喧囂。服務設施：各式餐飲、育嬰室、行動辦公區、國道資訊補給站、ETC收費、ATM。,(06)2780615,,臺南市,仁德區,中洲路1巷200號,A15010000H,交通部觀光署,9/17/2025 2:00:04 AM
TourismServiceSite_A15010000H_000350,TourismServiceSite,Zh_tw,西湖服務區,以美學上三角、方正、圓的原型意圖，彌合自然環境並建制整個空間。全區佈設考量使用功能及旅客便利性。主體建築配合地形及動線需求，北上側四合院式及戶外廣場配置；南下側採一字型室內中庭式配置，兩側並以拱型跨越橋連接。外觀則配合自然環境以石材、玻璃、金屬裝飾，表現出二十一世紀未來質感，呈現「潔淨、感性、科技、美學」的表徵。以「微旅行」為宗旨，打造一座「快樂山城、甜密森林」之特色區站。藉由服務區整體建築造型意象，結合苗栗、西湖自然景觀、人文特色等在地題材做為全區設計概念的主軸。服務設施：各式餐飲、育嬰室、行動辦公區、國道資訊補給站、ETC收費、ATM。,(037)920585,,苗栗縣,西湖鄉,埔頂29號,A15010000H,交通部觀光署,9/17/2025 2:00:04 AM
TourismServiceSite_A15010000H_000351,TourismServiceSite,Zh_tw,南投服務區,設計以旅客需求為出發點，環境上儘量種植適合當地樹種，建物造型則配合鄰近的白毫禪寺而採中國式建築，以斜屋頂設計增加低層建物的穩定感，並透過設計手法，於服務大廳正前廣場鋪面，構築一個南投縣地圖，以布農族畫曆作為廣場南北向之軸線，反映南投地方色彩與人文景觀，引導旅客認識南投之山水。延續原民美樂地主軸推出二部曲，以「藝、遊、味、境」為主題，將南投在地的人文工藝、自然風光及境內各原住民族豐富的文化融合，打造為國道最具豪邁熱情、低碳生態、人文輝映、自然永續的原民特色服務區。服務設施： 各式餐飲、育嬰室、行動辦公區、國道資訊補給站、ETC收費、ATM。,(049)2242956,,南投縣,南投市,南鄉路250巷142弄6號,A15010000H,交通部觀光署,9/17/2025 2:00:04 AM
TourismServiceSite_A15010000H_000352,TourismServiceSite,Zh_tw,古坑服務區,古坑服務區建築造型為拱頂圓曲屋頂之建築，外觀樸素穩重，東倚高山西傍平原，視野遼闊。戶外空間規劃完善，近可欣賞服務區美景，遠可眺望嘉南平原，夜間燈光照耀更顯迷人，除提供用路人停車休息外，並提供一個自然幽雅的休憩環境。全區以「花香‧蝶舞 幸福莊園」為主題，融入城堡、音樂、花園、主題故事等元素，營造幸福彌漫的情境氛圍，打造充滿幸福、感動、安心的服務區。服務設施：各式餐飲、育嬰室、行動辦公區、國道資訊補給站、ETC收費、ATM。,(05)5820092,,雲林縣,古坑鄉,崁腳村新興100號,A15010000H,交通部觀光署,9/17/2025 2:00:04 AM
TourismServiceSite_A15010000H_000353,TourismServiceSite,Zh_tw,關廟服務區,關廟服務區為一雙邊式服務區，北上服務區與南下服務區以人行天橋連接，是福爾摩沙高速公路最南端的服務區，亦是北上的第一站，更是通往國境之南的入口門戶，因此關廟服務區以滿足用路人旅遊之愉悅心情，營造歡樂童趣的「酪農遊牧場」、「鳳梨遊趣館」、「草泥馬公園」，豐富用路人的旅程。關廟服務區融合地方特色，配置磚紅色系及廟宇式屋頂，外牆採大面積玻璃帷幕，融合了現代與傳統建築之視覺美感。服務設施：各式餐飲、育嬰室、行動辦公區、國道資訊補給站、ETC收費、ATM。,(06)5551358,,臺南市,龍崎區,楠坑12-1號,A15010000H,交通部觀光署,9/17/2025 2:00:04 AM
TourismServiceSite_A15010000H_000354,TourismServiceSite,Zh_tw,台灣鹽博物館,「台灣鹽博物館」是全台唯一鹽業博物館，館內保存有台灣數百年的鹽業文化資產。「鹽」為鹽工汗水與淚水的結晶，台灣鹽博物館的鹽堆狀的外型造觀格外有特色，遠望感覺就像兩座白色金字塔矗立在鹽田裡，並與鄰近的七股鹽山遙遙相對。,(06)7801775,,臺南市,七股區,鹽埕里69號,A15010000H,交通部觀光署,9/17/2025 2:00:04 AM
TourismServiceSite_A15010000H_000355,TourismServiceSite,Zh_tw,永記食品玩具店,永記食品玩具店，簡稱永記食品，位於中興新村第三市場內，是間60年老店，串接著村子裡老中青三代，許多共同的回憶。,(049)2370422,,南投縣,南投市,中興新村光榮西路13號,A15010000H,交通部觀光署,9/17/2025 2:00:04 AM
TourismServiceSite_A15010000H_000356,TourismServiceSite,Zh_tw,妖怪村主題飯店,妖怪村座落於溪頭自然教育園區旁，來到溪頭，除了享受深山靜謐的氣氛，進行森林芬多精的洗禮外，千萬別錯過隱身於此的日式聚落。來到溪頭，不妨安排時間造訪妖怪村，享受這魅惑山城的美好景緻，一探妖怪的蹤影。,(049)2612121,,南投縣,鹿谷鄉,內湖村興產路2-3號,A15010000H,交通部觀光署,9/17/2025 2:00:04 AM
TourismServiceSite_A15010000H_000357,TourismServiceSite,Zh_tw,清境農場統一超商清境商場,在統一超商進駐經營的清境商場，設有遊客休閒服務中心及各式伴手禮展售，還有主題餐廳各式餐點，提供旅遊諮詢外還有育嬰室茶水、尿布及免費行李寄存服務，此外遊客可以從這裡搭乘假日接駁公車往返青青草原，不必忍受塞車之苦。,(049)2803807,,南投縣,仁愛鄉,定遠新村26-1號,A15010000H,交通部觀光署,9/17/2025 2:00:04 AM
TourismServiceSite_A15010000H_000358,TourismServiceSite,Zh_tw,Jijibanana集元果觀光工廠,為延續集集山蕉的美味，傳承集集的在地故事，「集元果」品牌於焉誕生；取自於自然元素、回到原點的意涵，重溫、回味當年集集山蕉風光的金蕉年代。,(049)2764562,,南投縣,集集鎮,富山里大坪巷38號,A15010000H,交通部觀光署,9/17/2025 2:00:04 AM
TourismServiceSite_A15010000H_000359,TourismServiceSite,Zh_tw,卯澳海洋驛站,卯澳是因「漁」而形成的村落，古代是平埔族原住民（凱達格蘭族）的漁場。因漁獲量相當可觀，有「小基隆」的稱號。,(02)24991617,,新北市,貢寮區,福連里福連街37號,A15010000H,交通部觀光署,9/17/2025 2:00:04 AM
TourismServiceSite_A15010000H_000360,TourismServiceSite,Zh_tw,經典大飯店范特奇堡,"Fantasy為日式簡約建築，占地2,000餘坪，導入故事性的主題，館內共有156間客房，瞄準各類型團體或散客入住。",(049)2899999,,南投縣,魚池鄉,秀水路69號,A15010000H,交通部觀光署,9/17/2025 2:00:04 AM
TourismServiceSite_A15010000H_000361,TourismServiceSite,Zh_tw,新元昌紅茶產業文化館（元昌製茶廠）,今新元昌在鹿野生根40餘年，在文建會的輔導下，轉型為「新元昌紅茶產業文化館」。,(089)551016,,臺東縣,鹿野鄉,永安村永安路451號,A15010000H,交通部觀光署,9/17/2025 2:00:04 AM
TourismServiceSite_A15010000H_000363,TourismServiceSite,Zh_tw,瑞里茶壺民宿,茶壺瑞里民宿位於嘉義縣梅山鄉，為嘉義縣合法民宿及好客民宿，民宿附設餐廳提供遊客餐飲服務，也提供詳細的導覽解說、接送服務等套裝行程，每每螢火蟲季，滿天盡是飛舞的螢光（螢火蟲），歡迎大家一起來體驗瑞里之美。,(05)2501806,,嘉義縣,梅山鄉,瑞里村102號,A15010000H,交通部觀光署,9/17/2025 2:00:04 AM
TourismServiceSite_A15010000H_000364,TourismServiceSite,Zh_tw,福容大飯店-桃園店,福容大飯店桃園館位於國門之都的桃園核心地帶，中正藝文特區內的國際級連鎖飯店，滿足商務及度假旅客各項需求。簡約典雅客房、豪華宴會廳、完善休閒設施：三溫暖、健身房、溫泉露天風呂，商務住宿放鬆身心。,(03)3265800,,桃園市,桃園區,大興西路一段200號,A15010000H,交通部觀光署,9/17/2025 2:00:04 AM
TourismServiceSite_A15010000H_000367,TourismServiceSite,Zh_tw,桃園喜來登酒店,桃禧航空城酒店周邊聯外交通便利，近桃園國際機場、高鐵桃園站，是兼具商務、度假、過境功能之五星級飯店。,(03)3851188,,桃園市,大園區,大觀路777號,A15010000H,交通部觀光署,9/17/2025 2:00:04 AM
TourismServiceSite_A15010000H_000369,TourismServiceSite,Zh_tw,安逸旅店,民宿距離7-11便利商店不到100公尺，附近餐廳、小吃、百貨等店面林立，入住本民宿，不論洽公、探親和旅遊，都很便利,0928242767,,連江縣,東引鄉,樂華村81號,A15010000H,交通部觀光署,9/17/2025 2:00:04 AM
