唯一識別碼,資料類型,語系,資料名稱,文字描述,聯絡電話,分機,縣市名稱,行政區(鄉鎮區)名稱,街道名稱,資料提供單位機關代碼,資料提供單位,資料更新日期時間
Trail_345040000G_006000,Trail,Zh_tw,鳶嘴稍來小雪山國家步道,鳶嘴稍來國家步道為中部地區中海拔熱門登山路線，鳶嘴山、稍來山是可以分開走的兩條步道，其中鳶嘴山以險峻危崖出名，而稍來山以秋天滿佈的台灣紅榨槭為名，兩山連走沿途峭壁綿延、景觀秀麗。 船型山、鞍馬山位於大雪山森林遊樂區內，雪山山脈中末段稜脊，由稍來小雪山國家步道串連，從35.2k收票亭附近登山口起登，至49k小雪山旅遊資訊站停車場，本路段長約10公里。,(04)25150855,,臺中市,和平區,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_006100,Trail,Zh_tw,合歡尖山步道,合歡尖山，海拔高度3217公尺，屬於合歡群峰之一，但未在百岳之列。其數學課教具一般的角錐型外觀給人留下深刻印象。其特殊外型是冰河時期兩個或多個相鄰的冰河朝不同方向挖削而形成的，此種原因形成之地形稱為角峰，或稱冰斗峰。步道不長，但山勢拔地而起，坡度陡峭，北面為新建之階梯式木棧道，南面則以岩石及土徑為主，灰石嶙峋，箭竹夾道，沒有高聳的樹木遮蔭，部分路段需拉繩、手腳併用而上。山頂腹地小但展望佳，合歡群峰盡收眼底，亦可遠眺奇萊主、北等中央山脈群山。,(049)282980,,南投縣,仁愛鄉,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_006200,Trail,Zh_tw,合歡東峰步道,合歡東峰海拔3421公尺，百岳編號35號，登山口位於台14甲線33公里處的合歡山遊客中心附近。步道四季景色分明，春季野花綻放，夏季綠意盎然、秋季蕭瑟、冬季覆雪，景緻各有千秋。步道沿線為玉山杜鵑族群最為集中之處，每逢5、6月間，桃紅色花海點綴著山頭滿山的奼紫嫣紅。昔日在坡度較為平緩的東峰東側曾設有滑雪訓練場，因此步道沿途可見廢棄的纜車轉運站。,(049)2802980,,花蓮縣,秀林鄉,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_006300,Trail,Zh_tw,桃山瀑布步道,"桃山瀑布名列全台六大瀑布之一，位於桃山之中，而桃山名稱的來由為遠看山形如桃子般。 

步道散發著松枝的清香，全程林蔭幽幽，彷彿是童話故事般森林裡的場景。 步道緩緩而上，沿途經過的武陵吊橋在秋日染上一片火紅，而橋下的台灣國寶「臺灣櫻花鉤吻鮭」正悠游其中；途中的觀景點景色遼闊，可遠眺桃山、雪山山脈，並可俯瞰武陵全景。桃山瀑布於步道盡頭，原稱煙聲瀑布，海拔2500公尺，高約80公尺，雨季過後水量驚人壯觀，抵達瀑布底下，記得在山壁上找找日漸斑駁的「煙聲」二字。
",(04)25989208,,臺中市,和平區,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_006600,Trail,Zh_tw,能高越嶺道：東段,能高越嶺道全長26.5公里，越嶺道里程數計算是以西段南投屯原登山口(0公里)開始，至東段登山口26.5公里處為步道終點，而光被八表碑位於越嶺道15.5公里處，是越嶺道經中央山脈的越嶺點，也是越嶺道西段與東段的分界點。故能高越嶺道東段是指從東段登山口海拔1582公尺至光被八表碑海拔2787公尺，全長11公里，海拔爬升1205公尺，途中經五甲崩山、檜林保線所及上檜林吊橋等路段。,(03)8527526,,花蓮縣,秀林鄉,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_006700,Trail,Zh_tw,桃源里森林步道,"桃源里森林步道位於八卦山大佛風景區南麓，毗臨三清宮、八卦禪寺、慈惠堂及東山禪院等廟宇，由森林步道、龍鳳谷步道、幽蘭谷步道、體適能區步道組合而成，是居民漫步與運動健身的後花園。

沿線有吊索橋、體健設施休憩區、觀景平台等設施，景觀豐富。 步道植物多元，春季有白色油桐花，再由相思樹金黃花海接棒，夏季有楊桃林、龍眼林、荔枝林等果樹散發著芳香的氣味，以及歡喜生態園自然生態環境，吸引鳥類、昆蟲、蝴蝶等生物棲息繁殖。清明時節成群的灰面鵟鷹北返過境八卦山脈，得天獨厚的地理環境優勢，是觀賞野鳥與賞鷹的聖地。
",(049)2642003,,彰化縣,彰化市,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_006900,Trail,Zh_tw,清水岩步道群,清水岩步道群位於彰化縣社頭鄉清水岩寺旁，包含3條步道，分別是十八彎挑鹽古道、中央嶺造林步道及園區串連步道，林相優美，步道難易適中，構成路線完整、景觀多樣的步道系統。,(049)2642003,,彰化縣,社頭鄉,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_007000,Trail,Zh_tw,麒麟山森林步道,"麒麟山森林步道位於彰化縣田中鎮贊天宮與普興寺的後方，由南投縣分署採自然工法整建而成，施工時刻意保留原有的大樹，從左右繞道而行，成了饒富趣味與巧思的離樹棧道。 

沿途設有多處觀景平台、涼亭和露天體能設施，綠樹成蔭、景致優美，木棧道左鄰深壑、右望山谷，稜線上視野遼闊，能欣賞到南側壯觀的相思樹海和惡地地形的峭壁與深谷，西邊可俯瞰田中市區與彰化平原風光。 全程起伏落差不大，可一邊運動一邊賞景環繞一圈、返回起點，適合全家老小戶外踏青、扶老攜幼同遊山林。
",(049)2642003,,彰化縣,田中鎮,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_007200,Trail,Zh_tw,坑內坑森林步道,坑內坑森林步道原為早先居民要上松柏嶺受天宮進香，因此走出的一條進香古道，串連彰化縣與南投縣兩地。沿途有生態工程展示區、生態觀察區、觀景平臺。每年三月黃金風鈴木開著金黃的花朵，化為延綿幾百公尺的黃金隧道，是一大特色。 ,(049)2642003,,彰化縣,二水鄉,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_007500,Trail,Zh_tw,澀水森林步道,"澀水森林步道位於南投縣魚池鄉中潭公路西南側大雁隧道旁澀水社區內，由金天宮旁開始進入森林步道，沿途可見社區主要經濟作物-茶葉、蓊鬱森林、天然溼地及瀑布溪流等棲地環境。
因有桃米坑溪上游及澀水溪貫穿，擁有豐富多樣的蛙類、鳥類、哺乳類及昆蟲。",(049)2982155,,南投縣,魚池鄉,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_007800,Trail,Zh_tw,龍過脈森林步道,"龍過脈森林步道串連林內鄉的林中、林南及坪頂三村。林內山脈和草嶺、南投縣竹山鎮的層峰疊延，與觸口山、東甲山相連，相傳從草嶺、竹山交界處往低山俯瞰，林內境內山脈稜線狀似一條龍的背脊，到濁水溪與清水溪交會口時，又像是龍汲水，因此得名「龍過脈」。

步道有豐富多元的自然與人文景觀。 從鐵管坑段入口進入，首先經過林內公園，公園的前身是神社，因此有鳥居靜靜矗立。 登上龍脊，稜線上的展望很好，可眺望雲林地區，也可以看見八卦山山脈。下稜線進入林蔭間，天然的低海拔次生林生態資源相當豐富，可能會遇到大冠鷲和台灣獼猴，或是珍貴的八色鳥。春天時可以遇見美麗的紫斑蝶群。這條龍平易近人，兼具人文歷史和自然美景，適合親子同遊。
",(049)2642003,,雲林縣,林內鄉,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_007900,Trail,Zh_tw,二崙自然步道,"二崙自然步道位於台19線西邊27公頃的保安林地內，日治時期名為四番地，河床的沙土經年累月積沙成丘，如今規劃成為綠意盎然的生態步道園區。

步道順著沙丘地形起伏，走在鬆軟金黃的沙地上，非常特別。沿途規劃設置了文竹棧道、吊橋、觀湖平臺、戶外昆蟲教室、會呼吸的涼亭以及休憩區等。 其中文竹棧道兩旁種滿俗稱新娘草的文竹，充滿浪漫氛圍，步道設有植物生態解說牌，健行之餘亦可增長見聞，步道至底有觀湖平臺，眺望湖面風光明媚，由另一條路回程環形一圈，十分悠閒輕鬆，老少咸宜。 
",(049)2642003,,雲林縣,二崙鄉,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_008000,Trail,Zh_tw,塔山步道,大塔山與西邊的小塔山及其數座山岳合稱為塔山山系，是鄒族心目中的聖山。塔山步道起點為姊妹潭之妹潭旁，前段與阿里山森林鐵路併行，前2公里枕木棧道平緩好走，欣賞高聳的檜木林，享受芬多精森林浴，最後1.5公里較為陡升。終點是塔山頂觀景台，擁有360度視野，可欣賞阿里山森林遊樂區全景，以及遠眺玉山群峰壯麗優美的景緻。,(05)2787006,,嘉義縣,阿里山鄉,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_008100,Trail,Zh_tw,特富野古道,"特富野古道位於嘉義縣阿里山鄉，原為鄒族人早年開闢的獵徑，日治時期古道後段改建成運送林木的「水山線」鐵路，至今仍留有許多鐵道遺跡。
步道前段鐵道較為平緩，沿途遍植柳杉，景色非常美麗；後段則是陡下的枕木階梯步道，為闊葉原始森林，四季景觀變化多端，動植物生態豐富，是極佳的賞鳥步道。
",(05)2787006,,嘉義縣,阿里山鄉,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_008200,Trail,Zh_tw,嘉南雲峰步道,因位於嘉義、南投、雲林三縣交界故名「嘉南雲峰」。翠綠的孟宗竹林，十分優美，全程幾乎曬不到太陽，石壁山及好望角視野極佳，展望層疊的山巒，蜿蜒曲折的清水溪。,(05)2787006,,雲林縣,古坑鄉,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_008300,Trail,Zh_tw,瑞太古道,"瑞太古道舊稱幼哈林道，為連結瑞里及太和之山道，至今超過百年歷史。

清光緒年間，漢人以獵槍、鐮刀等日常生活用品，和當地原住民交換土地，移入的住民增加，因而開闢瑞太古道方便各聚落間的聯繫，是早期先民遷徙入墾與農產運輸的主要交通要道。 後來日治時期，為方便瑞里、太和地區居民擔送農產與通學，1931年古道進行修改工程。抹油坑、英雄坡、魔窟石洞到回頭嶺這一段，是始建於清代1870年代的古道，而抹油坑、望天崖到回頭嶺這段，是1931年改建的古道。 古道全程行走在孟宗竹林之中，當陽光穿透間隙灑下光束時，特別寧靜，而一路竹林聲沙沙作響。
",(05)2787006,,嘉義縣,梅山鄉,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_008400,Trail,Zh_tw,四大天王山步道,"四大天王是由四天皇山、青園山、篤鼻山、知鳥山等四座山峰的統稱，象徵如四位山王守護著水社寮、交力坪一帶的山區，又稱為「四季平安山」。

由水社寮火車站登山口起登，涓涓小溪相伴，茂密的孟宗竹林夾道，蒼鬱翠綠，十分幽靜，時而光影婆娑，時而雲霧飄渺，有如世外桃源，步道環繞著四天皇山，高點海拔1458公尺，無三角點，有一座休憩平台座落竹林之中，途中可觀賞阿里山森林鐵道、古樸的水社寮車站、茶園、山巒層疊、雲海翻騰等美麗景緻。
",(05)2787006,,嘉義縣,竹崎鄉,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_008500,Trail,Zh_tw,獨立山步道,"嘉義縣內群山連綿，唯有獨立山行單影孤，孑然而立，因而得名。獨立山步道前身為獨立山古道，最早為先民運送山下日常必需物品至山區而闢的古道。日治時期為運送林產而修建阿里山鐵路，在獨立山環繞三週而達山頂。 
獨立山古道規劃為獨立山國家步道，難易度低，適合親子共遊。沿途可見溪谷、鐵道、隧道、吊橋，景觀多變。螺旋三次而上的鐵道更是特有的景觀。
",(05)2787006,,嘉義縣,竹崎鄉,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_008600,Trail,Zh_tw,獨立山-大巃頂步道,獨立山至大巃頂步道又名紅南坑森林古道，步道起點為紅南坑的奉天岩（H874m）到大巃頂山頂的大巃頂休閒民宿附近，步道長約1550公尺左右，沿途會經過檳榔園、孟宗竹林，單程約需一小時的步程。雖是獨立山古道中最長的一段，但站在坪頂上，放眼望去皆為茶園，視野遼闊，展望極佳。,(05)2787006,,嘉義縣,竹崎鄉,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_009000,Trail,Zh_tw,石夢谷步道,"石夢谷步道位於阿里山鄉豐山村，為清水溪支流的石鼓盤溪上游，砂質岩塊河床因溪水沖刷而形成壺穴，終點為一平整之大石盤，景觀非常獨特。

步道前段較平坦好走，行至情人谷可觀瀑布。因山區多雨多霧，沿途林木多有地衣及松蘿附著生長，林木幽深蓊鬱，富有原始森林氣息。",(05)2787006,,嘉義縣,阿里山鄉,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_009200,Trail,Zh_tw,茶之道步道,"茶之道步道是「頂石棹步道群」的一員，漫步其上，可以欣賞茶園風光與柳杉林、轎蒿竹與孟宗竹林交錯銜接的奇特景緻。 步道前段主要以轎篙竹林及孟宗竹林為主，漫步於竹林小徑，聽竹葉隨風搖曳與蟲鳴合奏，心情的舒暢無以言喻，令人陶醉其中不想離去。 

茶之道步道中段主要以茶園風光為特色，沿途崇山峻嶺，綠意盎然。 高聳挺拔的柳杉是森林浴的主角，原產於日本，由於生長快速且具經濟價值，在日治時期是重要的造林樹種。漫步於柳杉林中，微風徐徐，蟲鳴鳥叫合奏著森林交響曲，一面接受芬多精的洗禮，一面聆賞山林自然天籟，頓覺神清氣爽通體舒暢。 穿過竹林，走過茶園，映入眼簾的是步道制高點樂野山(九層巃坪山)，海拔約1696公尺，讓人心思開闊，是石棹觀賞日出最佳的地點。",(05)2787006,,嘉義縣,阿里山鄉,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_009300,Trail,Zh_tw,對高岳森林浴步道,"對高岳森林步道位於阿里山國家森林遊樂區內，是一條風景宜人的森林生態步道。

由祝山林道3.2公里與祝山線鐵路交會處的入口起登，步道終點為對高岳。 步道前段徜徉在針葉樹的環抱裡，一片優美的柳杉林，途中可展望對高岳的斷崖、遠眺下方的信義鄉神木村和陳有蘭溪一帶，穿過一片台灣冷杉造林地，最後抵達對高岳，周遭是茂密的台灣紅榨楓。秋冬時節，或淺或深的紅葉渲染了整個山頭，耀眼奪目。 步道終點對高岳山頂設置一處觀景台，遠眺諸山，隱約可見玉山群峰、祝山和塔山。
",(05)2787006,,嘉義縣,阿里山鄉,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_009400,Trail,Zh_tw,阿里山國家森林遊樂區巨木群步道,阿里山神木傾倒後，為防止踐踏土壤、保護紅檜巨木及樹根，逐漸整理園區內神木，並分2段開闢穿梭於36株紅檜巨木群中興築巨木群步道，以供遊客觀賞阿里山地區最古老、且具生命力的檜木群；光武檜（香林神木）、千歲檜、樹靈塔、神木車站等皆為重要景點。,(05)2787006,,嘉義縣,阿里山鄉,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_009500,Trail,Zh_tw,二萬坪步道,二萬坪步道，又稱作黑森林步道，柳杉高聳入天，林相十分優美，途經「進藤熊之助」、「二宮英雄」二座紀念碑。整片的柳杉是阿里山伐木時期結束後，植樹時期所種。杉林濃密，即便在中午時分也只有一半的日光照射進來，稍早或稍晚都很昏暗，故有黑森林之稱。,(05)2787006,,嘉義縣,阿里山鄉,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_009600,Trail,Zh_tw,十字路來吉古道,"十字路來吉古道，入口位於十字路車站旁，海拔高度約1500公尺，古道原長5.4公里，為過去來吉居民對外聯繫道路，擁有重要歷史意義。
林業及自然保育署修繕十字路附近0.7公里長的自然步道，以山徑與石階為主，其餘4.6公里為產業道路，由此下坡可至海拔800公尺的來吉。步道沿途有柳杉林、桂竹林與小橋流水，自然生態非常豐富。
",(05)2787006,,嘉義縣,阿里山鄉,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_009800,Trail,Zh_tw,里佳-山美步道,"里佳-山美步道又名里美古道或鬼山古道，位於嘉義縣阿里山鄉，連接里佳到山美兩處鄒族部落，早在清代就被漢人通事利用為原漢交易的重要路線，是過去里佳、山美、新美部落在無公路之前唯一往來的路徑。

步道原本途經里佳峽谷、里佳瀑布、龍鳳谷、象山、曾文溪及達娜伊谷，總長約5.6公里，但經歷多次風災地震後部分路段已崩毀中斷，目前僅可從里佳通行至1.2公里處的里佳瀑布觀瀑亭。 

里佳瀑布高達100公尺，由觀瀑亭欣賞涓涓白練掛在石壁上，直瀉溪谷，沿途可遠眺象山，風景秀麗、涼爽怡人，輕鬆好走，適合全家同遊。 除步道本身外，還可順遊里佳部落。",(05)2787006,,嘉義縣,阿里山鄉,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_009900,Trail,Zh_tw,奮瑞古道,奮瑞古道銜接奮起湖和瑞里兩處著名風景區，清朝時期先民挑擔往來通商，至今仍保存悶柴窯的遺跡、陰陽廟、神社等遺址。步道自火車站前紅磚階道而上，銜接環村生態步道與巨木山徑，後接奮太及瑞太古道，一路上在茂密原始林與孟宗竹林間穿梭，沿途還有參天聳立、丰姿互異的櫧櫟巨木群。,(05)2787006,,嘉義縣,竹崎鄉,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_010000,Trail,Zh_tw,奮起湖大凍山步道,奮起湖大凍山山頂擁有近2千公尺的觀景亭，在天氣晴朗時視野寬廣，能遠眺阿里山、玉山、曾文水庫、草嶺等嘉義縣四周的風景名勝，更可以觀日出、雲海及晚霞。,(05)2787006,,嘉義縣,竹崎鄉,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_010300,Trail,Zh_tw,土匪山步道,土匪山又稱番路山，海拔高度794公尺。而土匪山步道則位於嘉義縣番路鄉公興社區，長約0.85公里。步道登山口在公興社區（外腦寮），最高海拔約700公尺。,(05)2787006,,嘉義縣,番路鄉,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_010500,Trail,Zh_tw,關子嶺大凍山步道,大凍山，又名大棟山，為台南市白河區與嘉義縣大埔鄉交界處的一座山峰，標高1241公尺，山勢雄偉廣大，西壁峭崖壯麗，為台南縣的第一高峰，也是台灣小百岳之一。一路可遠眺白河、鹿寮水庫及嘉義縣仁義潭、蘭潭水庫等，山頂有座早期為防範森林火災所設置之防火瞭望台，視野廣闊，可以觀賞關仔嶺群山交疊、蒼蒼鬱鬱的景致與關仔嶺溫泉區及嘉南平原。 步道沿途為低海拔闊葉林，溫暖潮濕的氣候使植物高大茂盛，生態豐富，冬日來此可賞清新脫俗的寒梅，片片白瓣紛飛，與落日餘暉相映、美不勝收。 ,(05)2787006,,臺南市,白河區,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_010600,Trail,Zh_tw,關子嶺碧雲寺-水火同源登山步道,關仔嶺碧雲寺-水火同源登山步道自碧雲寺三寶殿出發，健行至「水火同源」，步道間不時可見蒼翠山巒之景，而水火同源更是臺南白河區著名景點之一。,(05)2787006,,臺南市,白河區,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_010700,Trail,Zh_tw,崁頂步道,崁頂步道僅有500公尺左右，來回往返約半小時即可走完，位於崁頂福安宮廟宇後方植物園內，區內樹木林立，環境優雅，鳥類資源亦相當豐富。,(05)2787006,,臺南市,白河區,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_010800,Trail,Zh_tw,雞籠山步道,雞籠山屬於關嶺群峰之一，因山頂形似雞籠而得名。距登山口約2公里路程，步道沿途有多處角落可遠眺嘉南平原，視野極佳。山頂設有木造涼亭一座，登頂前的一小段，種植有許多梅樹，春寒時節走在這片梅花樹下，可見雪白色正散發著清香的花朵。,(05)2787006,,臺南市,白河區,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_010900,Trail,Zh_tw,崁頭山步道,崁頭山位居曾文水庫集水區周邊群山之內，標高844公尺，步道屬低海拔闊葉林，林蔭茂密、植被豐富，還有四公頃餘的樟樹林。沿路及山頂可眺望東山之聚落景觀、嘉南平原，天氣晴朗時還可看到嘉南的濱海地區，雨後常有雲海、雲瀑，美不勝收。,(05)2787006,,臺南市,東山區,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_011400,Trail,Zh_tw,鈺鼎步道,"臺南鈺鼎步道位於臺南市南化區北寮里，步道全長1.6公里，約有1,470個階梯，從標高170公尺爬升到430公尺，全程幾乎都是由石階和原木棧道所鋪成。
鈺鼎步道由天豔宮起登，沿途林木扶疏，景色優美環境清幽，保有原始林自然生態，其中更以原生的月橘樹群最為珍貴，還有徑幹粗大且數量眾多的百年月橘老樹，是鈺鼎步道最具特色的自然景觀。漫步幽林中能洗滌心靈、安撫身心，是一條新興熱門且休閒的健康步道。",(05)2787006,,臺南市,南化區,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_011900,Trail,Zh_tw,北大武山步道,北大武山為中央山脈南端最後一座海拔超過3千公尺以上的高山，名列台灣五嶽之一，當地排灣族視為聖山，稱之為「kavulungan」。擁有全臺面積最大的原始林，蘊藏著豐富的生物資源。從舊登山口沿途行經檜谷山莊、大武祠至北大武山頂，共約9公里，海拔變化約有1549公尺，都在南臺灣自然美景的最精華區域「雙鬼湖野生動物重要棲息環境」內。而最令人驚豔的著名美景則是秋冬季的雲海。,(08)7882647,,屏東縣,泰武鄉,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_012200,Trail,Zh_tw,浸水營古道：西段,入口位於大漢林道約23.6k，至州廳界間，約2.7公里為浸水營步道（西段）。在104年間經屏東縣政府依文化資產保存法公告為文化景觀。,(08)7882647,,屏東縣,春日鄉,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_012500,Trail,Zh_tw,美濃雙溪樹木園步道,"雙溪樹木園位於美濃區東北隅的廣林里，鄰近著名的黃蝶翠谷，為美濃溪上游，由二溪匯流包圍而得名，前身為1935年日人設立的「竹頭角熱帶樹木園」，面積達7.56公頃，引進、搜集並培育熱帶珍貴或具經濟價值的樹種；光復後因鮮少進行補植，再加上人為干擾較少，因此除原本的熱帶樹種自行更新外，尚可見部分臺灣次生樹種逐漸進入。

步道設施及指標完善，步道的盡頭是最高點的觀景平台。行走在高大的林蔭下，可感受濃密綠蔭的沁涼，放慢腳步，保持愉悅的心，將是一趟很棒的森林之旅。
",(07)6612031,,高雄市,美濃區,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_012700,Trail,Zh_tw,美濃靈山登山步道,靈山屬月光山系，為玉山山脈尾稜，山勢形如大冠鷲，位於高雄市旗山區、美濃區交界處，靈山山麓下的村庄也是三百年前美濃區開庄的發源地。靈山步道為美濃區之熱門步道，多為在地人運動休閒之好去處。 靈山步道入口位於雷音寺旁，沿途林蔭茂密、林相優美，登頂有座福德祠，可遠眺旗山市區及美濃平原，登高望遠使人心曠神怡！從山上福德祠後可走到人斗山三角點，沿途竹木錯落，行走來相當愜意。,(07)6612031,,高雄市,美濃區,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_013000,Trail,Zh_tw,六義山步道,六義山海拔約784公尺，屬阿里山山脈烏山山系，為高雄甲仙與台南南化的界山，日治時期就是熱門的登山路線。步道沿山脊開發，仿日治時期古道開鑿而成，採用自然生態工法設仿木紋樁路面；共有四處登山入口，由北至南分別為四德、公館、百葉與紫霞入口，縱走單程約花費三小時。 六義山步道周遭為租地造林地，步道沿途林蔭鬱蔽，樹種繁多，四季呈現不同風貌，尤其冬季一片梅樹開花，香味撲鼻、美麗夢幻。往西、東、南方向可眺望南化水庫、中央山脈及阿里山烏山山系，視野遼闊十分適合觀賞夕照。,(07)6612031,,高雄市,甲仙區,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_013100,Trail,Zh_tw,尾寮山登山步道,"尾寮山位在屏東縣三地門鄉及高雄縣茂林區交界， 步道前半段為產業道路，循之字形緩坡向上，四、五月油桐花開時，朵朵白花如雪花飄落山徑，鋪成一條浪漫的白地毯；六月相思樹開花時，一朵朵鮮黃色如小粉撲的花綴滿山頭，甚是美麗。 
之後，步道轉為較原始之登山山徑，景觀也搖身變為低海拔闊葉林，間有數株高大的山黃麻佇立其間，還有一叢叢的刺竹及麻竹，有時還能遇著山地的主人巡山採筍。後段路徑長、坡度陡，偶有需拉繩攀登地形，在小百岳中是挑戰級路線。 雖然山頂為二等三角點無展望，但沿路即有許多不錯的展望點，可將附近茂林、六龜及高樹鄉的恬靜田園景色盡收眼裡。 
",(08)7882647,,屏東縣,高樹鄉,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_013300,Trail,Zh_tw,里龍山步道,"高約1,062公尺的里龍山又稱里瀧山，為臺灣小百岳之一，為中央山脈南端的延伸，也是恆春半島上唯一一座海拔超過1千公尺的中級山。里龍山地質多為厚層砂岩，不時可見高聳陡直的山壁及巨石林立的景觀。山頂視野展望良好，是條極具多樣景觀的登山路線。約1.5公里前屬私有地範圍。",(08)7882647,,屏東縣,枋山鄉,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_013900,Trail,Zh_tw,嘉明湖國家步道,"嘉明湖國家步道為中央山脈南二段的一部分，步道全程路徑明顯，高山生態景觀豐富多變，穿越台灣鐵杉林、台灣冷杉林、高山深谷、斷崖崩壁、箭竹草原及山頂稜線；而空谷鹿鳴、相連群峰、冬日雪景、皎潔月色和滿天星子是長久以來吸引登山客的美景。

步道所經的向陽山和三叉山兩座台灣百岳生態景觀各具特色，向陽山為中央山脈高山寒原生態分布的最南界限，三叉山則以廣闊壯麗的高山草原及不遠處如藍寶石般的嘉明湖聞名。 
",(089)811020,,臺東縣,海端鄉,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_014000,Trail,Zh_tw,都蘭山步道,臺東縣縣山都蘭山是海岸山脈南段最高峰，是臺灣小百岳之一，矗立於卑南平原上，山勢宏偉，形態巍巍。由於受到太平洋水氣影響，都蘭山終年雲霧繚繞，孕育出繁盛鬱密的森林景觀，植物生態相當多樣豐富，蕨類生長尤其豐茂，神祕空靈的氣氛，更讓都蘭山有「美人山」之稱。都蘭山是當地原住民卑南族及阿美族的聖山，沿途可見「普悠瑪」碑石及許多原住民遺址，稜線上視野遼闊，一邊可見巍然高聳的海岸山脈，一邊是浩瀚無際的太平洋，如幸運遇天晴，可遠望蘭嶼、綠島。 ,(089)851027,,臺東縣,東河鄉,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_014100,Trail,Zh_tw,麻荖漏步道,"麻老漏步道是成功鎮集水區的取水路徑，因此步道的鋪設以不汙染水源且民眾容易親近為原則，採用生態工法修築而成。

步道前三分之一平緩好走，之後則較具挑戰性，需攀爬陡坡、彎腰穿越巨石和山洞，全程大約有五至六次要跨越溪流水潭，加上沿途豐富的動植物生態，適合慢慢走慢慢玩。 終點的彩虹瀑布，名列臺灣十大名瀑之一，飛瀉水流在陽光的照射下映出彩虹，美麗至極。
",(089)851027,,臺東縣,成功鎮,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_014700,Trail,Zh_tw,鯉魚山步道,「鯉魚山」因其外形與鯉魚相似而得名，又名卑南山，原名鰲魚山，是位於台東市舊火車站後方的公園，園中設有登山步道，並依地形規劃有鯉首、鯉眼、背嶺及鯉尾等觀景平台，視野極佳，可俯瞰台東市區與太平洋、北眺卑南族聖山都蘭山、猴子山、石頭山、虎頭山、利吉惡地及卑南山斷層崖（俗稱小黃山），當天氣晴朗時，甚至連綠島及蘭嶼島皆可盡收眼底，看山又看海，令人大飽眼福。 步道沿途林蔭幽森，老樹林立，鳥語花香，可謂台東市的綠肺，並有紀念碑、防空洞、忠烈祠、碉堡、砲臺等歷史遺跡，是台東市極佳的健行步道。,(089)512214,,臺東縣,臺東市,,345040000G,林業保育署,9/18/2025 1:49:53 AM
